weight,propeller_diameter,voltage,thrust,power,current,thrust_at40,power_at40,current_at40,max_voltage,max_thrust,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
2.571,1.5748,6.0,42.5,330.92,55.15,-177.52,-2844.6,-474.1,11.02,88.31,1740.25,157.89,16.530533,128.71257,0.12842983,U15II KV100,62x5_2_3200_46_1150
2.571,1.5748,7.0,56.43,503.38,71.91,-162.9,-3019.5,-431.36,11.02,88.31,1740.25,157.89,21.948658,195.79152,0.11210219,U15II KV100,62x5_2_3200_46_1150
2.571,1.5748,8.0,71.91,725.05,90.63,-147.64,-3095.89,-386.99,11.02,88.31,1740.25,157.89,27.969662,282.0109,0.099179365,U15II KV100,62x5_2_3200_46_1150
2.571,1.5748,9.0,88.83,1000.67,111.19,-131.87,-3071.32,-341.26,11.02,88.31,1740.25,157.89,34.55076,389.21432,0.08877052,U15II KV100,62x5_2_3200_46_1150
2.571,1.5748,10.0,107.08,1334.64,133.46,-115.63,-2943.91,-294.39,11.02,88.31,1740.25,157.89,41.649162,519.11316,0.080231376,U15II KV100,62x5_2_3200_46_1150
2.58,1.5748,9.0,99.51,1255.33,139.48,-98.81,-2613.78,-290.42,9.69,76.7,1529.42,157.89,38.569767,486.562,0.07926999,U15II KV100,62x6_2_3200_51_1390
2.844,1.7526,4.0,29.45,191.76,47.94,384.85,392.33,98.08,8.26,809.36,1304.78,157.89,10.355134,67.42616,0.15357739,U15II KV100,69x6_2_3000_51_1700
3.533,2.1082,2.5,19.93,92.43,36.97,211.38,483.03,193.21,6.3,78.86,995.29,157.89,5.641098,26.161901,0.21562263,U15II KV100,83x7_2_2200_41_1710
3.533,2.1082,3.0,27.49,147.61,49.2,359.35,684.11,228.04,6.3,78.86,995.29,157.89,7.780923,41.780357,0.186234,U15II KV100,83x7_2_2200_41_1710
0.371,0.6858,9.0,4.4,34.26,3.81,-38.93,-266.96,-29.66,24.35,8.06,489.64,20.11,11.8598385,92.34502,0.12842965,U8 Lite KV85,27x3_2_4600_41_140
0.371,0.6858,17.5,14.91,202.11,11.55,-24.19,-594.4,-33.97,24.35,8.06,489.64,20.11,40.18868,544.7709,0.07377171,U8 Lite KV85,27x3_2_4600_41_140
0.371,0.6858,20.0,18.89,289.25,14.46,-19.78,-544.32,-27.22,24.35,8.06,489.64,20.11,50.916443,779.6496,0.06530683,U8 Lite KV85,27x3_2_4600_41_140
0.38,0.6858,17.5,16.86,277.12,15.84,-16.11,-420.49,-24.03,20.27,14.7,407.5,20.11,44.36842,729.2632,0.06084007,U8 Lite KV85,27x4_2_4800_51_200
0.436,0.8636,5.0,2.37,11.08,2.22,305.38,13.08,2.62,19.7,123.67,396.08,20.11,5.43578,25.412844,0.21389891,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,6.0,3.35,17.48,2.91,314.65,20.75,3.46,19.7,123.67,396.08,20.11,7.6834865,40.091743,0.1916476,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,7.0,4.47,25.95,3.71,10339.53,30.89,4.41,19.7,123.67,396.08,20.11,10.252294,59.51835,0.17225434,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,8.0,5.72,36.73,4.59,-37.41,-145.49,-18.19,19.7,17.57,396.08,20.11,13.1192665,84.24312,0.15573101,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,9.0,7.09,50.05,5.56,-37.18,-288.62,-32.07,19.7,17.57,396.08,20.11,16.261467,114.79358,0.14165834,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,10.0,8.58,66.11,6.61,-36.09,-415.13,-41.51,19.7,17.57,396.08,20.11,19.6789,151.62843,0.12978369,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,12.5,12.76,119.4,9.55,-33.01,-567.18,-45.37,19.7,17.57,396.08,20.11,29.266054,273.8532,0.10686767,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,15.0,17.52,193.45,12.9,-29.51,-597.46,-39.83,19.7,17.57,396.08,20.11,40.183487,443.69266,0.09056604,U8 Lite KV85,34x3_2_4600_41_250
0.436,0.8636,17.5,22.8,290.38,16.59,-25.7,-592.42,-33.85,19.7,17.57,396.08,20.11,52.29358,666.00916,0.0785178,U8 Lite KV85,34x3_2_4600_41_250
0.445,0.8636,5.0,3.03,14.79,2.96,28.47,88.29,17.66,16.56,16.84,333.02,20.11,6.8089886,33.235954,0.20486815,U8 Lite KV85,34x4_2_4800_51_370
0.445,0.8636,6.0,4.23,23.56,3.93,38.99,125.89,20.98,16.56,16.84,333.02,20.11,9.505618,52.94382,0.1795416,U8 Lite KV85,34x4_2_4800_51_370
0.445,0.8636,7.0,5.58,35.15,5.02,52.52,169.67,24.24,16.56,16.84,333.02,20.11,12.539326,78.98876,0.15874822,U8 Lite KV85,34x4_2_4800_51_370
0.445,0.8636,8.0,7.07,49.82,6.23,-3.87,181.43,22.68,16.56,183.23,333.02,20.11,15.88764,111.955055,0.14191088,U8 Lite KV85,34x4_2_4800_51_370
0.445,0.8636,9.0,8.68,67.85,7.54,-4.12,229.36,25.48,16.56,183.23,333.02,20.11,19.505617,152.47191,0.12792926,U8 Lite KV85,34x4_2_4800_51_370
0.445,0.8636,10.0,10.41,89.45,8.94,92.06,345.6,34.56,16.56,16.84,333.02,20.11,23.39326,201.01123,0.11637787,U8 Lite KV85,34x4_2_4800_51_370
0.445,0.8636,12.5,15.17,160.4,12.83,-28.14,-577.37,-46.19,16.56,16.84,333.02,20.11,34.08989,360.44943,0.09457606,U8 Lite KV85,34x4_2_4800_51_370
0.445,0.8636,15.0,20.47,257.72,17.18,-23.61,-570.36,-38.02,16.56,16.84,333.02,20.11,46.0,579.14606,0.07942729,U8 Lite KV85,34x4_2_4800_51_370
0.531,0.8636,4.0,2.3,10.32,2.58,47.66,42.95,10.74,14.85,26.53,298.58,20.11,4.33145,19.435028,0.22286822,U8 Lite KV85,34x4_3_4400_51_370
0.531,0.8636,5.0,3.46,18.08,3.62,-34.09,-26.04,-5.21,14.85,26.53,298.58,20.11,6.5160074,34.048965,0.19137168,U8 Lite KV85,34x4_3_4400_51_370
0.531,0.8636,6.0,4.78,28.86,4.81,-32.65,-46.72,-7.79,14.85,26.53,298.58,20.11,9.0018835,54.35028,0.16562717,U8 Lite KV85,34x4_3_4400_51_370
0.531,0.8636,7.0,6.26,42.99,6.14,-34.3,-119.78,-17.11,14.85,26.53,298.58,20.11,11.789077,80.96045,0.14561526,U8 Lite KV85,34x4_3_4400_51_370
0.531,0.8636,8.0,7.88,60.78,7.6,-26.42,-54.7,-6.84,14.85,40.36,298.58,20.11,14.839925,114.46328,0.12964791,U8 Lite KV85,34x4_3_4400_51_370
0.543,1.0414,4.0,2.95,12.22,3.05,17.72,32.11,8.03,13.58,280.54,273.0,20.11,5.4327807,22.504604,0.24140753,U8 Lite KV85,41x4_2_4600_51_580
0.543,1.0414,5.0,4.4,21.46,4.29,21.31,52.64,10.53,13.58,280.54,273.0,20.11,8.10313,39.52118,0.20503262,U8 Lite KV85,41x4_2_4600_51_580
0.543,1.0414,6.0,6.04,34.18,5.7,24.78,78.86,13.14,13.58,280.54,273.0,20.11,11.123388,62.946594,0.17671153,U8 Lite KV85,41x4_2_4600_51_580
0.543,1.0414,7.0,7.86,50.74,7.25,28.18,111.0,15.86,13.58,280.54,273.0,20.11,14.475138,93.44383,0.15490738,U8 Lite KV85,41x4_2_4600_51_580
0.543,1.0414,8.0,9.82,71.43,8.93,31.51,149.23,18.65,13.58,280.54,273.0,20.11,18.084715,131.54697,0.13747725,U8 Lite KV85,41x4_2_4600_51_580
0.543,1.0414,9.0,11.92,96.5,10.72,34.79,193.7,21.52,13.58,280.54,273.0,20.11,21.952118,177.71638,0.12352332,U8 Lite KV85,41x4_2_4600_51_580
0.543,1.0414,10.0,14.14,126.19,12.62,38.02,244.53,24.45,13.58,280.54,273.0,20.11,26.040516,232.3941,0.11205325,U8 Lite KV85,41x4_2_4600_51_580
0.543,1.0414,12.5,20.15,221.82,17.75,52.46,395.15,31.61,13.58,280.54,273.0,20.11,37.108654,408.5083,0.090839416,U8 Lite KV85,41x4_2_4600_51_580
0.549,1.0414,4.0,3.23,14.55,3.64,35.83,62.57,15.64,12.37,27.37,248.7,20.11,5.8834243,26.502731,0.22199313,U8 Lite KV85,41x5_2_4200_51_560
0.549,1.0414,5.0,4.75,25.52,5.1,105.88,91.76,18.35,12.37,27.37,248.7,20.11,8.652095,46.484516,0.18612853,U8 Lite KV85,41x5_2_4200_51_560
0.549,1.0414,6.0,6.46,40.51,6.75,-35.74,-62.68,-10.45,12.37,27.37,248.7,20.11,11.766849,73.788704,0.1594668,U8 Lite KV85,41x5_2_4200_51_560
0.549,1.0414,7.0,8.33,59.85,8.55,81.87,55.7,7.96,12.37,204.34,248.7,20.11,15.173042,109.016396,0.13918129,U8 Lite KV85,41x5_2_4200_51_560
0.549,1.0414,8.0,10.34,83.84,10.48,-32.12,-176.14,-22.02,12.37,27.37,248.7,20.11,18.834244,152.71402,0.12333015,U8 Lite KV85,41x5_2_4200_51_560
0.675,1.2192,3.0,2.38,7.73,2.58,17.27,27.84,9.28,11.83,54.16,237.81,20.11,3.5259259,11.451852,0.30789134,U8 Lite KV85,48x4_2_4000_46_670
0.675,1.2192,4.0,3.97,15.76,3.94,35.78,45.26,11.32,11.83,54.16,237.81,20.11,5.8814816,23.348148,0.25190356,U8 Lite KV85,48x4_2_4000_46_670
0.675,1.2192,5.0,5.81,27.62,5.52,-37.36,-23.73,-4.75,11.83,54.16,237.81,20.11,8.607408,40.918518,0.21035482,U8 Lite KV85,48x4_2_4000_46_670
0.675,1.2192,6.0,7.86,43.76,7.29,534.58,35.82,5.97,11.83,319.92,237.81,20.11,11.644444,64.82963,0.1796161,U8 Lite KV85,48x4_2_4000_46_670
0.675,1.2192,7.0,10.1,64.52,9.22,-38.57,-115.46,-16.49,11.83,54.16,237.81,20.11,14.962963,95.58518,0.1565406,U8 Lite KV85,48x4_2_4000_46_670
0.675,1.2192,8.0,12.49,90.19,11.27,-36.09,-166.49,-20.81,11.83,54.16,237.81,20.11,18.503704,133.61482,0.13848542,U8 Lite KV85,48x4_2_4000_46_670
0.675,1.2192,9.0,15.02,121.01,13.45,-55.1,11.7,1.3,11.83,319.92,237.81,20.11,22.251852,179.27408,0.12412197,U8 Lite KV85,48x4_2_4000_46_670
0.675,1.2192,10.0,17.66,157.2,15.72,355.13,127.17,12.72,11.83,319.92,237.81,20.11,26.162964,232.88889,0.112340964,U8 Lite KV85,48x4_2_4000_46_670
0.683,1.2192,3.0,2.63,9.35,3.12,620.5,10.64,3.55,10.7,387.66,215.06,20.11,3.850659,13.689605,0.2812834,U8 Lite KV85,48x5_2_4000_51_810
0.683,1.2192,4.0,4.29,19.04,4.76,529.67,21.66,5.42,10.7,387.66,215.06,20.11,6.2811127,27.877012,0.22531512,U8 Lite KV85,48x5_2_4000_51_810
0.683,1.2192,5.0,6.2,33.17,6.63,-37.49,-34.89,-6.98,10.7,42.62,215.06,20.11,9.077599,48.565155,0.18691589,U8 Lite KV85,48x5_2_4000_51_810
0.683,1.2192,6.0,8.3,52.18,8.7,583.01,38.49,6.42,10.7,368.79,215.06,20.11,12.152269,76.39825,0.15906477,U8 Lite KV85,48x5_2_4000_51_810
0.683,1.2192,7.0,10.55,76.4,10.91,95.01,88.35,12.62,10.7,387.66,215.06,20.11,15.446559,111.85944,0.138089,U8 Lite KV85,48x5_2_4000_51_810
0.683,1.2192,8.0,12.94,106.08,13.26,99.16,121.73,15.22,10.7,387.66,215.06,20.11,18.945827,155.31479,0.12198341,U8 Lite KV85,48x5_2_4000_51_810
0.695,1.2192,2.5,2.22,7.56,3.02,5.39,27.62,11.05,9.45,36.41,190.05,20.11,3.1942446,10.877698,0.2936508,U8 Lite KV85,48x6_2_3400_51_760
0.695,1.2192,3.0,3.02,11.78,3.93,6.7,39.73,13.24,9.45,36.41,190.05,20.11,4.3453236,16.94964,0.25636673,U8 Lite KV85,48x6_2_3400_51_760
0.86,1.397,2.5,2.63,7.88,3.15,5.59,27.84,11.14,9.24,57.78,185.77,20.11,3.0581396,9.16279,0.33375636,U8 Lite KV85,55x5_2_3600_51_1080
0.86,1.397,3.0,3.56,12.27,4.09,6.9,40.06,13.35,9.24,57.78,185.77,20.11,4.139535,14.267442,0.29013854,U8 Lite KV85,55x5_2_3600_51_1080
0.86,1.397,4.0,5.66,24.77,6.19,9.69,71.12,17.78,9.24,57.78,185.77,20.11,6.581395,28.802326,0.22850221,U8 Lite KV85,55x5_2_3600_51_1080
0.86,1.397,5.0,7.98,42.66,8.53,12.69,111.0,22.2,9.24,57.78,185.77,20.11,9.27907,49.604652,0.18706048,U8 Lite KV85,55x5_2_3600_51_1080
0.86,1.397,6.0,10.48,66.31,11.05,15.93,159.68,26.61,9.24,57.78,185.77,20.11,12.186047,77.10465,0.15804555,U8 Lite KV85,55x5_2_3600_51_1080
0.865,1.397,2.5,2.66,9.02,3.61,2.15,23.58,9.43,8.65,514.93,173.85,20.11,3.0751445,10.427746,0.2949002,U8 Lite KV85,55x6_2_3400_51_1070
0.865,1.397,3.0,3.57,13.99,4.66,2.63,33.99,11.33,8.65,514.93,173.85,20.11,4.1271677,16.17341,0.25518227,U8 Lite KV85,55x6_2_3400_51_1070
1.074,1.5748,2.5,3.12,9.06,3.62,5.44,28.31,11.33,8.6,95.25,172.87,20.11,2.9050279,8.435754,0.34437087,U8 Lite KV85,62x5_2_3200_46_1150
1.074,1.5748,3.0,4.19,14.06,4.69,6.76,40.75,13.58,8.6,95.25,172.87,20.11,3.9013035,13.091248,0.29800853,U8 Lite KV85,62x5_2_3200_46_1150
1.074,1.5748,4.0,6.55,28.15,7.04,9.6,72.36,18.09,8.6,95.25,172.87,20.11,6.098696,26.210428,0.23268206,U8 Lite KV85,62x5_2_3200_46_1150
1.074,1.5748,5.0,9.13,48.09,9.62,12.72,112.95,22.59,8.6,95.25,172.87,20.11,8.500931,44.776535,0.18985236,U8 Lite KV85,62x5_2_3200_46_1150
1.074,1.5748,6.0,11.88,74.22,12.37,16.14,162.5,27.08,8.6,95.25,172.87,20.11,11.061453,69.10615,0.16006467,U8 Lite KV85,62x5_2_3200_46_1150
1.083,1.5748,2.0,2.29,6.2,3.1,3.51,18.18,9.09,7.96,75.67,160.04,20.11,2.1144967,5.7248383,0.36935484,U8 Lite KV85,62x6_2_3200_51_1390
1.083,1.5748,2.5,3.28,10.53,4.21,4.51,28.39,11.36,7.96,75.67,160.04,20.11,3.0286243,9.722992,0.31149098,U8 Lite KV85,62x6_2_3200_51_1390
1.347,1.7526,2.0,2.56,7.44,3.72,3.1,16.22,8.11,7.27,797.07,146.17,20.11,1.9005197,5.5233855,0.34408602,U8 Lite KV85,69x6_2_3000_51_1700
1.661,1.9304,2.0,2.84,8.35,4.17,3.77,18.56,9.28,6.86,62.37,137.93,20.11,1.7098134,5.027092,0.34011975,U8 Lite KV85,76x6_2_2400_41_1420
1.671,1.9304,0.5,0.27,0.44,0.89,0.58,1.16,2.32,6.56,103.23,131.94,20.11,0.16157989,0.26331538,0.6136364,U8 Lite KV85,76x7_2_2600_51_2000
2.471,2.286,1.5,2.29,5.66,3.78,1.84,10.49,6.99,5.99,86.37,120.47,20.11,0.9267503,2.2905707,0.40459365,U8 Lite KV85,90x8_2_2000_41_2000
0.366,0.6858,15.0,14.92,205.8,13.72,-23.4,-576.4,-38.43,24.48,7.84,755.14,30.84,40.765026,562.2951,0.07249757,U8 Lite KV100,27x3_2_4600_41_140
0.366,0.6858,17.5,19.59,310.38,17.74,-18.36,-513.34,-29.33,24.48,7.84,755.14,30.84,53.52459,848.0328,0.06311618,U8 Lite KV100,27x3_2_4600_41_140
0.366,0.6858,20.0,24.71,442.57,22.13,-13.35,-406.35,-20.32,24.48,7.84,755.14,30.84,67.513664,1209.2076,0.055832975,U8 Lite KV100,27x3_2_4600_41_140
0.375,0.6858,15.0,16.81,280.44,18.7,-15.61,-407.28,-27.15,20.51,14.66,632.6,30.84,44.826668,747.84,0.05994152,U8 Lite KV100,27x4_2_4800_51_200
0.375,0.6858,20.0,27.13,592.71,29.64,-7.02,-196.9,-9.85,20.51,14.66,632.6,30.84,72.346664,1580.56,0.045772806,U8 Lite KV100,27x4_2_4800_51_200
0.431,0.8636,5.0,3.18,17.0,3.4,291.46,20.03,4.01,19.95,123.99,615.26,30.84,7.37819,39.443157,0.18705882,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,6.0,4.47,26.87,4.48,305.78,31.81,5.3,19.95,123.99,615.26,30.84,10.37123,62.343388,0.16635653,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,7.0,5.94,39.92,5.7,-32.32,-69.78,-9.97,19.95,17.64,615.26,30.84,13.781902,92.62181,0.1487976,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,8.0,7.57,56.48,7.06,-36.22,-309.43,-38.68,19.95,17.64,615.26,30.84,17.563805,131.04408,0.13402975,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,9.0,9.36,76.87,8.54,-34.87,-466.26,-51.81,19.95,17.64,615.26,30.84,21.716938,178.35266,0.12176402,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,10.0,11.28,101.35,10.14,-33.41,-540.25,-54.02,19.95,17.64,615.26,30.84,26.171694,235.15082,0.11129748,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,12.5,16.65,182.15,14.57,-29.41,-581.84,-46.55,19.95,17.64,615.26,30.84,38.631092,422.6218,0.09140818,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,15.0,22.72,293.58,19.57,-24.99,-576.17,-38.41,19.95,17.64,615.26,30.84,52.71462,681.1601,0.07738947,U8 Lite KV100,34x3_2_4600_41_250
0.431,0.8636,17.5,29.4,438.51,25.06,-20.23,-520.74,-29.76,19.95,17.64,615.26,30.84,68.213455,1017.4246,0.06704522,U8 Lite KV100,34x3_2_4600_41_250
0.44,0.8636,5.0,4.01,22.62,4.52,34.4,117.8,23.56,16.87,16.88,520.42,30.84,9.113636,51.409092,0.17727675,U8 Lite KV100,34x4_2_4800_51_370
0.44,0.8636,6.0,5.56,36.05,6.01,48.42,167.78,27.96,16.87,16.88,520.42,30.84,12.636364,81.931816,0.15423024,U8 Lite KV100,34x4_2_4800_51_370
0.44,0.8636,7.0,7.31,53.68,7.67,-3.88,187.23,26.75,16.87,183.45,520.42,30.84,16.613636,122.0,0.13617735,U8 Lite KV100,34x4_2_4800_51_370
0.44,0.8636,8.0,9.21,75.92,9.49,-4.17,243.64,30.46,16.87,183.45,520.42,30.84,20.931818,172.54546,0.12131191,U8 Lite KV100,34x4_2_4800_51_370
0.44,0.8636,10.0,13.45,135.58,13.56,-21.52,-143.73,-14.37,16.87,30.02,520.42,30.84,30.568182,308.13635,0.09920342,U8 Lite KV100,34x4_2_4800_51_370
0.44,0.8636,12.5,19.42,241.49,19.32,-23.51,-555.07,-44.41,16.87,16.88,520.42,30.84,44.136364,548.8409,0.08041741,U8 Lite KV100,34x4_2_4800_51_370
0.44,0.8636,15.0,26.01,385.59,25.71,-18.28,-497.4,-33.16,16.87,16.88,520.42,30.84,59.113636,876.3409,0.06745507,U8 Lite KV100,34x4_2_4800_51_370
0.526,0.8636,6.0,6.23,43.83,7.3,-33.38,-114.09,-19.02,15.22,26.61,469.32,30.84,11.844107,83.326996,0.14214009,U8 Lite KV100,34x4_3_4400_51_370
0.538,1.0414,4.0,3.86,18.51,4.63,18.55,45.63,11.41,13.99,281.15,431.57,30.84,7.1747212,34.405205,0.20853592,U8 Lite KV100,41x4_2_4600_51_580
0.538,1.0414,5.0,5.71,32.43,6.49,22.42,74.51,14.9,13.99,281.15,431.57,30.84,10.613383,60.27881,0.17607154,U8 Lite KV100,41x4_2_4600_51_580
0.538,1.0414,6.0,7.79,51.48,8.58,26.19,111.28,18.55,13.99,281.15,431.57,30.84,14.479554,95.68773,0.1513209,U8 Lite KV100,41x4_2_4600_51_580
0.538,1.0414,7.0,10.08,76.13,10.88,29.88,156.22,22.32,13.99,281.15,431.57,30.84,18.73606,141.50557,0.1324051,U8 Lite KV100,41x4_2_4600_51_580
0.538,1.0414,8.0,12.53,106.75,13.34,33.5,209.54,26.19,13.99,281.15,431.57,30.84,23.289963,198.42007,0.11737705,U8 Lite KV100,41x4_2_4600_51_580
0.538,1.0414,9.0,15.14,143.7,15.97,37.08,271.44,30.16,13.99,281.15,431.57,30.84,28.141264,267.10037,0.105358385,U8 Lite KV100,41x4_2_4600_51_580
0.538,1.0414,10.0,17.89,187.25,18.72,40.77,341.94,34.19,13.99,281.15,431.57,30.84,33.25279,348.04834,0.09554072,U8 Lite KV100,41x4_2_4600_51_580
0.538,1.0414,12.5,25.27,326.6,26.13,54.15,281.25,22.5,13.99,176.8,431.57,30.84,46.97026,607.0632,0.07737293,U8 Lite KV100,41x4_2_4600_51_580
0.544,1.0414,5.0,6.1,38.26,7.65,228.36,34.34,6.87,12.82,27.42,395.47,30.84,11.213235,70.33088,0.15943544,U8 Lite KV100,41x5_2_4200_51_560
0.544,1.0414,6.0,8.24,60.45,10.07,574.39,46.27,7.71,12.82,307.55,395.47,30.84,15.1470585,111.12132,0.136311,U8 Lite KV100,41x5_2_4200_51_560
0.67,1.2192,4.0,5.11,23.64,5.91,110.59,46.93,11.73,12.29,53.56,379.08,30.84,7.626866,35.28358,0.21615905,U8 Lite KV100,48x4_2_4000_46_670
0.67,1.2192,5.0,7.42,41.25,8.25,295.59,32.05,6.41,12.29,320.63,379.08,30.84,11.074627,61.567165,0.17987879,U8 Lite KV100,48x4_2_4000_46_670
0.67,1.2192,6.0,9.98,65.03,10.84,-37.38,-109.96,-18.33,12.29,53.56,379.08,30.84,14.895522,97.0597,0.15346763,U8 Lite KV100,48x4_2_4000_46_670
0.67,1.2192,7.0,12.74,95.42,13.63,-34.7,-172.23,-24.6,12.29,53.56,379.08,30.84,19.014925,142.41791,0.13351499,U8 Lite KV100,48x4_2_4000_46_670
0.67,1.2192,8.0,15.67,132.81,16.6,356.15,107.64,13.45,12.29,320.63,379.08,30.84,23.38806,198.22388,0.1179881,U8 Lite KV100,48x4_2_4000_46_670
0.67,1.2192,9.0,18.75,177.49,19.72,343.51,144.27,16.03,12.29,320.63,379.08,30.84,27.985075,264.91046,0.105639756,U8 Lite KV100,48x4_2_4000_46_670
0.67,1.2192,10.0,21.97,229.73,22.97,354.94,188.49,18.85,12.29,320.63,379.08,30.84,32.791046,342.88058,0.095634006,U8 Lite KV100,48x4_2_4000_46_670
0.678,1.2192,3.0,3.38,13.96,4.65,64.82,16.67,5.56,11.2,388.41,345.29,30.84,4.985251,20.58997,0.24212034,U8 Lite KV100,48x5_2_4000_51_810
0.678,1.2192,6.0,10.39,76.64,12.77,89.8,88.39,14.73,11.2,388.41,345.29,30.84,15.324484,113.038345,0.13556889,U8 Lite KV100,48x5_2_4000_51_810
0.855,1.397,2.5,3.33,11.64,4.66,6.34,36.93,14.77,9.77,57.87,301.46,30.84,3.8947368,13.614035,0.28608248,U8 Lite KV100,55x5_2_3600_51_1080
0.855,1.397,3.0,4.49,18.07,6.02,7.85,53.13,17.71,9.77,57.87,301.46,30.84,5.251462,21.134502,0.24847814,U8 Lite KV100,55x5_2_3600_51_1080
0.855,1.397,4.0,7.05,36.2,9.05,11.08,94.32,23.58,9.77,57.87,301.46,30.84,8.245614,42.33918,0.19475138,U8 Lite KV100,55x5_2_3600_51_1080
1.069,1.5748,2.5,3.92,13.28,5.31,6.2,37.52,15.01,9.15,94.61,282.26,30.84,3.6669786,12.422825,0.2951807,U8 Lite KV100,62x5_2_3200_46_1150
1.069,1.5748,3.0,5.23,20.52,6.84,7.73,54.0,18.0,9.15,94.61,282.26,30.84,4.8924227,19.195509,0.2548733,U8 Lite KV100,62x5_2_3200_46_1150
1.069,1.5748,4.0,8.08,40.76,10.19,11.06,95.88,23.97,9.15,94.61,282.26,30.84,7.558466,38.129093,0.19823356,U8 Lite KV100,62x5_2_3200_46_1150
1.069,1.5748,5.0,11.17,69.16,13.83,14.76,149.66,29.93,9.15,94.61,282.26,30.84,10.449018,64.69598,0.16150954,U8 Lite KV100,62x5_2_3200_46_1150
0.367,0.6858,8.0,9.72,110.28,13.79,-27.57,-551.84,-68.98,13.15,8.16,411.07,31.26,26.485014,300.49045,0.08813928,U8 Lite KV150,27x3_2_4600_41_140
0.367,0.6858,9.0,12.0,150.71,16.75,-24.75,-552.13,-61.35,13.15,8.16,411.07,31.26,32.697548,410.65396,0.07962312,U8 Lite KV150,27x3_2_4600_41_140
0.367,0.6858,10.0,14.46,199.3,19.93,-21.93,-537.12,-53.71,13.15,8.16,411.07,31.26,39.400543,543.05176,0.07255394,U8 Lite KV150,27x3_2_4600_41_140
0.367,0.6858,12.5,21.32,359.73,28.78,-14.9,-433.93,-34.71,13.15,8.16,411.07,31.26,58.092644,980.19073,0.05926667,U8 Lite KV150,27x3_2_4600_41_140
0.432,0.8636,3.0,2.55,12.76,4.25,24.06,9.31,3.1,10.69,86.51,334.08,31.26,5.9027777,29.537037,0.19984326,U8 Lite KV150,34x3_2_4600_41_250
0.432,0.8636,4.0,4.36,26.09,6.52,250.53,30.79,7.7,10.69,123.53,334.08,31.26,10.092592,60.39352,0.16711384,U8 Lite KV150,34x3_2_4600_41_250
0.432,0.8636,5.0,6.55,46.27,9.25,5801.98,54.62,10.92,10.69,123.53,334.08,31.26,15.162037,107.10648,0.1415604,U8 Lite KV150,34x3_2_4600_41_250
0.432,0.8636,6.0,9.06,74.33,12.39,-33.12,-340.87,-56.81,10.69,17.54,334.08,31.26,20.972221,172.06018,0.121888876,U8 Lite KV150,34x3_2_4600_41_250
0.432,0.8636,7.0,11.87,111.16,15.88,-31.05,-521.17,-74.45,10.69,17.54,334.08,31.26,27.476852,257.31482,0.10678302,U8 Lite KV150,34x3_2_4600_41_250
0.432,0.8636,8.0,14.94,157.5,19.69,-28.69,-543.11,-67.89,10.69,17.54,334.08,31.26,34.583332,364.58334,0.09485714,U8 Lite KV150,34x3_2_4600_41_250
0.432,0.8636,9.0,18.25,214.05,23.78,-26.21,-549.34,-61.04,10.69,17.54,334.08,31.26,42.24537,495.4861,0.08526045,U8 Lite KV150,34x3_2_4600_41_250
0.432,0.8636,10.0,21.77,281.37,28.14,-23.63,-539.43,-53.94,10.69,17.54,334.08,31.26,50.39352,651.31946,0.07737143,U8 Lite KV150,34x3_2_4600_41_250
0.441,0.8636,2.5,2.29,10.74,4.29,17.73,61.81,24.72,9.03,16.82,282.33,31.26,5.192744,24.35374,0.2132216,U8 Lite KV150,34x4_2_4800_51_370
0.441,0.8636,3.0,3.21,16.8,5.6,23.51,88.34,29.45,9.03,16.82,282.33,31.26,7.2789116,38.095238,0.19107144,U8 Lite KV150,34x4_2_4800_51_370
0.441,0.8636,4.0,5.38,34.79,8.7,38.56,154.88,38.72,9.03,16.82,282.33,31.26,12.199547,78.888885,0.15464213,U8 Lite KV150,34x4_2_4800_51_370
0.441,0.8636,5.0,7.93,61.76,12.35,-3.89,199.1,39.82,9.03,183.14,282.33,31.26,17.98186,140.04535,0.12840027,U8 Lite KV150,34x4_2_4800_51_370
0.441,0.8636,6.0,10.81,98.87,16.48,98.53,338.16,56.36,9.03,16.82,282.33,31.26,24.512472,224.195,0.10933549,U8 Lite KV150,34x4_2_4800_51_370
0.441,0.8636,9.0,20.92,279.88,31.1,-19.87,-494.16,-54.91,9.03,16.82,282.33,31.26,47.43764,634.6485,0.07474632,U8 Lite KV150,34x4_2_4800_51_370
