weight,propeller_diameter,voltage,thrust,power,current,thrust_at40,power_at40,current_at40,max_voltage,max_thrust,max_power,max_current,thrust_per_weight,power_per_weight,thrust_per_power,motor_name,propeller_name
27.618,1.9304,550.0,1108.31,48560.92,88.29,505.42,44800.29,81.46,650.28,781.29,73684.21,113.31,40.129986,1758.3069,0.022823084,Reb90,76x6_2_2400_41_1420
27.618,1.9304,600.0,1268.89,60215.98,100.36,624.48,57518.54,95.86,650.28,794.25,73684.21,113.31,45.944313,2180.3164,0.021072313,Reb90,76x6_2_2400_41_1420
27.618,1.9304,650.0,1429.69,73604.97,113.24,746.83,71711.0,110.32,650.28,907.74,73684.21,113.31,51.7666,2665.1086,0.019423824,Reb90,76x6_2_2400_41_1420
27.628,1.9304,250.0,326.5,8019.45,32.08,-16.36,1076.47,4.31,617.26,147.75,73684.21,119.37,11.817721,290.26532,0.040713515,Reb90,76x7_2_2600_51_2000
27.628,1.9304,300.0,441.16,12560.92,41.87,64.24,5935.71,19.79,617.26,147.75,73684.21,119.37,15.967858,454.64456,0.03512163,Reb90,76x7_2_2600_51_2000
27.628,1.9304,350.0,564.58,18382.66,52.52,144.91,12052.5,34.44,617.26,340.85,73684.21,119.37,20.435066,665.3634,0.030712638,Reb90,76x7_2_2600_51_2000
27.628,1.9304,450.0,831.89,34164.23,75.92,330.34,28915.17,64.26,617.26,511.96,73684.21,119.37,30.110395,1236.58,0.024349736,Reb90,76x7_2_2600_51_2000
27.628,1.9304,500.0,973.66,44243.43,88.49,434.1,39662.15,79.32,617.26,614.3,73684.21,119.37,35.241783,1601.3982,0.022006882,Reb90,76x7_2_2600_51_2000
27.628,1.9304,600.0,1278.96,68818.25,114.7,659.2,65939.47,109.9,617.26,699.13,73684.21,119.37,46.292168,2490.888,0.018584605,Reb90,76x7_2_2600_51_2000
27.993,2.1082,200.0,249.41,5040.68,25.2,-85.82,-1907.45,-9.54,603.93,142.95,73684.21,122.01,8.909727,180.0693,0.049479436,Reb90,83x7_2_2200_41_1710
27.993,2.1082,250.0,364.5,8632.85,34.53,-7.43,1525.42,6.1,603.93,142.95,73684.21,122.01,13.021112,308.39316,0.04222244,Reb90,83x7_2_2200_41_1710
27.993,2.1082,300.0,491.69,13453.08,44.84,66.2,6176.61,20.59,603.93,142.95,73684.21,122.01,17.564749,480.58728,0.036548506,Reb90,83x7_2_2200_41_1710
27.993,2.1082,350.0,628.83,19588.65,55.97,147.59,12455.13,35.59,603.93,256.73,73684.21,122.01,22.46383,699.7696,0.032101754,Reb90,83x7_2_2200_41_1710
27.993,2.1082,400.0,774.35,27110.31,67.78,241.34,20527.99,51.32,603.93,382.49,73684.21,122.01,27.662273,968.46747,0.028562935,Reb90,83x7_2_2200_41_1710
27.993,2.1082,450.0,925.49,36132.51,80.29,340.37,30057.95,66.8,603.93,506.66,73684.21,122.01,33.06148,1290.7695,0.025613775,Reb90,83x7_2_2200_41_1710
27.993,2.1082,500.0,1080.61,46732.56,93.47,445.63,41274.93,82.55,603.93,636.9,73684.21,122.01,38.602863,1669.4374,0.02312328,Reb90,83x7_2_2200_41_1710
27.993,2.1082,550.0,1242.37,58865.47,107.03,559.97,54299.83,98.73,603.93,636.9,73684.21,122.01,44.38145,2102.864,0.021105243,Reb90,83x7_2_2200_41_1710
27.993,2.1082,600.0,1411.3,72540.42,120.9,677.87,68787.07,114.65,603.93,737.6,73684.21,122.01,50.416176,2591.3772,0.01945536,Reb90,83x7_2_2200_41_1710
28.003,2.1082,150.0,162.38,2905.81,19.37,-131.58,-2814.4,-18.76,578.55,192.93,73684.21,127.36,5.7986646,103.76781,0.05588115,Reb90,83x8_2_2200_46_2000
28.003,2.1082,200.0,265.63,5743.24,28.72,-61.91,-882.95,-4.41,578.55,192.93,73684.21,127.36,9.485769,205.09373,0.0462509,Reb90,83x8_2_2200_46_2000
28.003,2.1082,250.0,381.68,9836.73,39.35,13.67,2773.99,11.1,578.55,192.93,73684.21,127.36,13.629969,351.27414,0.038801514,Reb90,83x8_2_2200_46_2000
28.003,2.1082,300.0,507.4,15296.57,50.99,93.43,8229.09,27.43,578.55,192.93,73684.21,127.36,18.119488,546.24756,0.033170834,Reb90,83x8_2_2200_46_2000
28.428,2.286,150.0,183.84,3131.9,20.88,-137.21,-3213.34,-21.42,565.47,162.85,73684.21,130.3,6.4668636,110.16955,0.05869919,Reb90,90x8_2_2000_41_2000
28.428,2.286,200.0,297.58,6188.73,30.94,-56.38,-781.24,-3.91,565.47,162.85,73684.21,130.3,10.467849,217.6984,0.048084177,Reb90,90x8_2_2000_41_2000
28.428,2.286,250.0,424.12,10571.52,42.29,22.17,3259.04,13.04,565.47,162.85,73684.21,130.3,14.919094,371.87,0.04011911,Reb90,90x8_2_2000_41_2000
28.428,2.286,300.0,560.17,16385.89,54.62,97.05,8687.26,28.96,565.47,301.68,73684.21,130.3,19.704868,576.39966,0.03418612,Reb90,90x8_2_2000_41_2000
28.428,2.286,350.0,703.53,23712.37,67.75,182.07,16127.7,46.08,565.47,298.67,73684.21,130.3,24.747784,834.12024,0.029669324,Reb90,90x8_2_2000_41_2000
28.428,2.286,400.0,852.66,32614.8,81.54,277.51,25404.74,63.51,565.47,443.6,73684.21,130.3,29.993668,1147.2773,0.026143346,Reb90,90x8_2_2000_41_2000
28.428,2.286,450.0,1006.98,43138.48,95.86,376.71,36326.68,80.73,565.47,585.24,73684.21,130.3,35.42212,1517.4645,0.023342965,Reb90,90x8_2_2000_41_2000
28.428,2.286,500.0,1170.55,55257.09,110.51,478.69,49008.63,98.02,565.47,596.66,73684.21,130.3,41.175953,1943.7559,0.021183707,Reb90,90x8_2_2000_41_2000
28.428,2.286,550.0,1338.75,69057.5,125.56,589.34,63508.04,115.47,565.47,718.54,73684.21,130.3,47.092655,2429.207,0.01938602,Reb90,90x8_2_2000_41_2000
28.441,2.286,150.0,194.36,3632.46,24.22,-104.75,-2128.97,-14.19,541.83,212.69,73684.21,135.99,6.8337965,127.71914,0.053506438,Reb90,90x9_2_1800_41_1940
28.441,2.286,200.0,308.09,7144.29,35.72,-30.98,452.19,2.26,541.83,212.69,73684.21,135.99,10.832601,251.19687,0.04312395,Reb90,90x9_2_1800_41_1940
28.441,2.286,250.0,432.37,12110.46,48.44,45.7,4855.34,19.42,541.83,212.69,73684.21,135.99,15.202349,425.80994,0.035702195,Reb90,90x9_2_1800_41_1940
22.33,1.5748,450.0,470.68,14810.42,32.91,127.44,10061.74,22.36,735.07,360.99,52631.58,71.6,21.07837,663.25214,0.03178033,Rex90,62x5_2_3200_46_1150
22.33,1.5748,500.0,563.24,19446.13,38.89,195.07,15204.19,30.41,735.07,456.85,52631.58,71.6,25.223467,870.85223,0.028964117,Rex90,62x5_2_3200_46_1150
22.33,1.5748,550.0,662.68,24826.37,45.14,267.55,21207.63,38.56,735.07,531.29,52631.58,71.6,29.676668,1111.7944,0.026692586,Rex90,62x5_2_3200_46_1150
22.33,1.5748,600.0,767.43,31021.4,51.7,349.58,28218.43,47.03,735.07,641.05,52631.58,71.6,34.36767,1389.2252,0.024738729,Rex90,62x5_2_3200_46_1150
22.33,1.5748,650.0,875.52,38211.58,58.79,435.48,36107.72,55.55,735.07,641.05,52631.58,71.6,39.20824,1711.2217,0.022912426,Rex90,62x5_2_3200_46_1150
22.33,1.5748,700.0,987.17,46361.78,66.23,528.62,45034.06,64.33,735.07,732.78,52631.58,71.6,44.20824,2076.2104,0.021292755,Rex90,62x5_2_3200_46_1150
22.603,1.7526,400.0,497.08,16031.24,40.08,129.67,10540.61,26.35,646.7,287.0,52631.58,81.38,21.991772,709.25275,0.031006958,Rex90,69x6_2_3000_51_1700
22.603,1.7526,550.0,822.97,35215.55,64.03,355.65,31294.71,56.9,646.7,515.09,52631.58,81.38,36.409767,1558.0034,0.023369506,Rex90,69x6_2_3000_51_1700
22.603,1.7526,600.0,938.92,43705.54,72.84,440.87,40318.03,67.2,646.7,515.09,52631.58,81.38,41.53962,1933.6168,0.02148286,Rex90,69x6_2_3000_51_1700
22.917,1.9304,200.0,180.51,3418.1,17.09,-94.54,-2312.55,-11.56,615.47,116.52,52631.58,85.51,7.8766856,149.15129,0.05281004,Rex90,76x6_2_2400_41_1420
22.917,1.9304,250.0,265.29,5848.8,23.4,-32.87,-87.42,-0.35,615.47,116.52,52631.58,85.51,11.576122,255.21664,0.04535802,Rex90,76x6_2_2400_41_1420
22.917,1.9304,300.0,359.58,9116.47,30.39,26.09,3094.53,10.32,615.47,116.52,52631.58,85.51,15.690536,397.8038,0.039442897,Rex90,76x6_2_2400_41_1420
22.917,1.9304,350.0,461.84,13283.31,37.95,83.73,7134.6,20.38,615.47,211.64,52631.58,85.51,20.152725,579.6269,0.034768444,Rex90,76x6_2_2400_41_1420
22.917,1.9304,400.0,570.9,18399.97,46.0,151.25,12544.82,31.36,615.47,315.46,52631.58,85.51,24.911638,802.8961,0.031027224,Rex90,76x6_2_2400_41_1420
22.917,1.9304,450.0,685.86,24508.72,54.46,225.06,19187.55,42.64,615.47,398.59,52631.58,85.51,29.928001,1069.4558,0.027984325,Rex90,76x6_2_2400_41_1420
22.917,1.9304,500.0,803.35,31738.7,63.48,302.58,26794.85,53.59,615.47,406.68,52631.58,85.51,35.054764,1384.9413,0.025311371,Rex90,76x6_2_2400_41_1420
22.917,1.9304,550.0,924.03,40080.85,72.87,387.28,35628.9,64.78,615.47,526.88,52631.58,85.51,40.320724,1748.9572,0.02305415,Rex90,76x6_2_2400_41_1420
22.917,1.9304,600.0,1050.23,49497.7,82.5,475.54,45751.23,76.25,615.47,526.88,52631.58,85.51,45.827553,2159.8682,0.021217754,Rex90,76x6_2_2400_41_1420
22.927,1.9304,200.0,196.04,3930.19,19.65,-78.38,-1807.45,-9.04,585.79,146.52,52631.58,89.85,8.550617,171.4219,0.04988054,Rex90,76x7_2_2600_51_2000
22.927,1.9304,250.0,282.91,6738.23,26.95,-15.59,755.69,3.02,585.79,146.52,52631.58,89.85,12.3396,293.89932,0.041985802,Rex90,76x7_2_2600_51_2000
22.927,1.9304,300.0,377.41,10494.14,34.98,47.88,4563.19,15.21,585.79,146.52,52631.58,89.85,16.461378,457.71973,0.03596388,Rex90,76x7_2_2600_51_2000
23.292,2.1082,200.0,217.11,4230.92,21.15,-70.08,-1563.45,-7.82,574.73,109.46,52631.58,91.58,9.321226,181.64691,0.05131508,Rex90,83x7_2_2200_41_1710
23.292,2.1082,250.0,312.3,7217.09,28.87,-8.58,1110.48,4.44,574.73,109.46,52631.58,91.58,13.408037,309.85275,0.043272287,Rex90,83x7_2_2200_41_1710
23.292,2.1082,300.0,415.93,11180.58,37.27,50.78,4844.93,16.15,574.73,109.46,52631.58,91.58,17.857204,480.01804,0.03720111,Rex90,83x7_2_2200_41_1710
23.292,2.1082,350.0,526.35,16178.15,46.22,112.18,9690.49,27.69,574.73,196.56,52631.58,91.58,22.597887,694.5797,0.03253462,Rex90,83x7_2_2200_41_1710
23.292,2.1082,400.0,642.41,22255.1,55.64,181.33,15957.3,39.89,574.73,292.97,52631.58,91.58,27.580715,955.48254,0.028865743,Rex90,83x7_2_2200_41_1710
23.292,2.1082,450.0,763.22,29448.67,65.44,256.07,23555.9,52.35,574.73,292.97,52631.58,91.58,32.767475,1264.3256,0.02591696,Rex90,83x7_2_2200_41_1710
23.292,2.1082,500.0,887.22,37815.91,75.63,334.52,32234.6,64.47,574.73,388.15,52631.58,91.58,38.09119,1623.5579,0.023461554,Rex90,83x7_2_2200_41_1710
23.292,2.1082,550.0,1012.43,47427.1,86.23,415.07,42228.34,76.78,574.73,487.74,52631.58,91.58,43.466854,2036.197,0.021347078,Rex90,83x7_2_2200_41_1710
23.302,2.1082,200.0,227.64,4766.52,23.83,-52.39,-778.05,-3.89,552.36,142.59,52631.58,95.29,9.769118,204.55412,0.047758114,Rex90,83x8_2_2200_46_2000
23.727,2.286,200.0,252.51,5101.54,25.51,-46.87,-656.25,-3.28,541.14,124.8,52631.58,97.26,10.642306,215.0099,0.04949682,Rex90,90x8_2_2000_41_2000
23.727,2.286,250.0,354.57,8650.76,34.6,13.83,2452.88,9.81,541.14,124.8,52631.58,97.26,14.943735,364.5956,0.04098715,Rex90,90x8_2_2000_41_2000
23.727,2.286,300.0,462.93,13307.58,44.36,72.55,6720.65,22.4,541.14,124.8,52631.58,97.26,19.510685,560.8623,0.03478694,Rex90,90x8_2_2000_41_2000
23.727,2.286,350.0,576.05,19122.5,54.64,135.16,12319.59,35.2,541.14,228.67,52631.58,97.26,24.278248,805.93835,0.030124199,Rex90,90x8_2_2000_41_2000
23.727,2.286,400.0,692.87,26135.19,65.34,202.89,19380.94,48.45,541.14,339.99,52631.58,97.26,29.201754,1101.4957,0.026510999,Rex90,90x8_2_2000_41_2000
23.727,2.286,450.0,812.66,34377.82,76.4,276.31,27837.35,61.86,541.14,339.99,52631.58,97.26,34.25043,1448.8903,0.02363908,Rex90,90x8_2_2000_41_2000
23.74,2.286,150.0,164.79,2972.9,19.82,-85.28,-1668.65,-11.12,520.73,156.37,52631.58,101.07,6.941449,125.22746,0.055430725,Rex90,90x9_2_1800_41_1940
23.74,2.286,200.0,256.27,5806.05,29.03,-28.19,290.43,1.45,520.73,156.37,52631.58,101.07,10.794861,244.56824,0.044138443,Rex90,90x9_2_1800_41_1940
20.331,1.5748,350.0,293.69,7444.54,21.27,9.78,2151.32,6.15,720.36,136.38,47368.42,65.76,14.445428,366.16693,0.03945039,Reb60,62x5_2_3200_46_1150
20.331,1.5748,400.0,370.8,10463.93,26.16,64.06,5508.88,13.77,720.36,136.38,47368.42,65.76,18.23816,514.6786,0.035436016,Reb60,62x5_2_3200_46_1150
20.331,1.5748,500.0,541.57,18565.03,37.13,183.02,14338.35,28.68,720.36,365.29,47368.42,65.76,26.637648,913.13904,0.029171512,Reb60,62x5_2_3200_46_1150
20.331,1.5748,550.0,635.35,23687.66,43.07,250.42,19994.45,36.35,720.36,365.29,47368.42,65.76,31.250307,1165.1006,0.026821982,Reb60,62x5_2_3200_46_1150
20.331,1.5748,600.0,734.31,29561.66,49.27,326.8,26594.31,44.32,720.36,434.75,47368.42,65.76,36.117752,1454.019,0.024839945,Reb60,62x5_2_3200_46_1150
20.331,1.5748,650.0,836.72,36307.05,55.86,406.08,33996.35,52.3,720.36,520.05,47368.42,65.76,41.15489,1785.7976,0.023045663,Reb60,62x5_2_3200_46_1150
20.331,1.5748,700.0,941.76,43987.05,62.84,491.95,42428.31,60.61,720.36,592.17,47368.42,65.76,46.32138,2163.546,0.021409938,Reb60,62x5_2_3200_46_1150
20.604,1.7526,300.0,295.69,7478.03,24.93,6.14,1806.3,6.02,635.46,127.93,47368.42,74.54,14.351097,362.9407,0.039541163,Reb60,69x6_2_3000_51_1700
20.604,1.7526,350.0,381.59,10932.72,31.24,59.56,5294.83,15.13,635.46,127.93,47368.42,74.54,18.520191,530.6115,0.03490348,Reb60,69x6_2_3000_51_1700
20.604,1.7526,400.0,473.56,15197.07,37.99,120.04,9832.93,24.58,635.46,284.35,47368.42,74.54,22.983887,737.5786,0.03116127,Reb60,69x6_2_3000_51_1700
20.604,1.7526,450.0,570.8,20311.65,45.14,184.96,15313.96,34.03,635.46,353.98,47368.42,74.54,27.703358,985.81104,0.0281021,Reb60,69x6_2_3000_51_1700
20.604,1.7526,500.0,672.66,26311.17,52.62,254.47,21756.17,43.51,635.46,429.52,47368.42,74.54,32.64706,1276.9933,0.025565568,Reb60,69x6_2_3000_51_1700
20.604,1.7526,550.0,778.62,33225.73,60.41,327.95,29172.11,53.04,635.46,437.64,47368.42,74.54,37.78975,1612.5864,0.023434248,Reb60,69x6_2_3000_51_1700
20.604,1.7526,600.0,887.5,41123.7,68.54,406.44,37605.11,62.68,635.46,512.44,47368.42,74.54,43.07416,1995.9086,0.021581229,Reb60,69x6_2_3000_51_1700
20.918,1.9304,200.0,173.59,3243.38,16.22,-88.61,-2168.11,-10.84,605.27,116.14,47368.42,78.26,8.298594,155.05211,0.053521328,Reb60,76x6_2_2400_41_1420
20.918,1.9304,250.0,253.85,5547.03,22.19,-31.37,-108.99,-0.44,605.27,116.14,47368.42,78.26,12.135482,265.17975,0.045763228,Reb60,76x6_2_2400_41_1420
20.918,1.9304,300.0,342.69,8633.8,28.78,23.67,2856.18,9.52,605.27,116.14,47368.42,78.26,16.382542,412.745,0.039691675,Reb60,76x6_2_2400_41_1420
20.918,1.9304,350.0,438.65,12558.43,35.88,76.87,6610.69,18.89,605.27,213.05,47368.42,78.26,20.969978,600.36475,0.034928728,Reb60,76x6_2_2400_41_1420
20.918,1.9304,400.0,540.67,17365.3,43.41,138.65,11625.32,29.06,605.27,314.03,47368.42,78.26,25.847116,830.16064,0.03113508,Reb60,76x6_2_2400_41_1420
20.918,1.9304,450.0,647.91,23091.25,51.31,206.69,17790.55,39.53,605.27,314.03,47368.42,78.26,30.973803,1103.8938,0.02805868,Reb60,76x6_2_2400_41_1420
20.918,1.9304,500.0,758.27,29814.56,59.63,277.81,24875.57,49.75,605.27,394.78,47368.42,78.26,36.24964,1425.3064,0.025432875,Reb60,76x6_2_2400_41_1420
20.918,1.9304,550.0,870.53,37587.91,68.34,353.92,33048.46,60.09,605.27,525.61,47368.42,78.26,41.61631,1796.917,0.023159841,Reb60,76x6_2_2400_41_1420
20.918,1.9304,600.0,985.99,46386.67,77.31,435.1,42381.94,70.64,605.27,525.61,47368.42,78.26,47.13596,2217.548,0.021255892,Reb60,76x6_2_2400_41_1420
21.293,2.1082,200.0,206.96,3994.94,19.97,-65.67,-1458.52,-7.29,566.57,109.3,47368.42,83.61,9.719626,187.61752,0.051805533,Reb60,83x7_2_2200_41_1710
21.293,2.1082,250.0,296.25,6802.41,27.21,-8.91,1004.77,4.02,566.57,109.3,47368.42,83.61,13.913023,319.46695,0.04355074,Reb60,83x7_2_2200_41_1710
21.293,2.1082,300.0,393.02,10516.09,35.05,46.22,4469.65,14.9,566.57,109.3,47368.42,83.61,18.457708,493.87546,0.037373208,Reb60,83x7_2_2200_41_1710
21.293,2.1082,350.0,495.79,15185.35,43.39,102.21,8927.17,25.51,566.57,197.33,47368.42,83.61,23.284178,713.1616,0.03264923,Reb60,83x7_2_2200_41_1710
21.293,2.1082,400.0,603.5,20849.42,52.12,164.61,14702.96,36.76,566.57,291.78,47368.42,83.61,28.342648,979.1678,0.028945649,Reb60,83x7_2_2200_41_1710
21.293,2.1082,450.0,715.38,27540.45,61.2,233.22,21678.99,48.18,566.57,291.78,47368.42,83.61,33.59696,1293.4039,0.025975611,Reb60,83x7_2_2200_41_1710
21.293,2.1082,500.0,830.83,35285.4,70.57,304.37,29746.61,59.49,566.57,385.97,47368.42,83.61,39.018925,1657.1361,0.023546,Reb60,83x7_2_2200_41_1710
21.293,2.1082,550.0,946.9,44174.07,80.32,378.05,38927.32,70.78,566.57,392.65,47368.42,83.61,44.470013,2074.5818,0.021435652,Reb60,83x7_2_2200_41_1710
21.728,2.286,200.0,238.85,4788.04,23.94,-44.26,-615.1,-3.08,534.31,92.58,47368.42,88.65,10.992728,220.36267,0.049884714,Reb60,90x8_2_2000_41_2000
21.728,2.286,250.0,333.89,8098.74,32.39,11.51,2238.47,8.95,534.31,92.58,47368.42,88.65,15.366808,372.73288,0.0412274,Reb60,90x8_2_2000_41_2000
21.728,2.286,300.0,434.45,12428.43,41.43,65.81,6181.48,20.6,534.31,92.58,47368.42,88.65,19.994938,572.0007,0.034956146,Reb60,90x8_2_2000_41_2000
16.632,1.2192,850.0,729.44,34452.91,40.53,435.89,34553.21,40.65,913.85,601.8,42105.26,46.07,43.857624,2071.4834,0.021172088,Reb50,48x4_2_4000_46_670
16.632,1.2192,900.0,808.06,40352.53,44.84,508.66,41142.42,45.71,913.85,622.31,42105.26,46.07,48.584656,2426.1982,0.020025015,Reb50,48x4_2_4000_46_670
16.817,1.397,450.0,358.76,11335.54,25.19,92.02,7280.22,16.18,748.63,234.96,42105.26,56.24,21.333176,674.0524,0.03164913,Reb50,55x5_2_3600_51_1080
16.817,1.397,700.0,755.58,35359.21,50.51,402.4,33890.82,48.42,748.63,563.51,42105.26,56.24,44.929535,2102.5872,0.02136869,Reb50,55x5_2_3600_51_1080
16.822,1.397,650.0,689.31,32373.68,49.81,358.11,30333.06,46.67,720.84,491.39,42105.26,58.41,40.976696,1924.4846,0.021292297,Reb50,55x6_2_3400_51_1070
16.822,1.397,700.0,775.75,39099.98,55.86,429.7,37632.61,53.76,720.84,558.08,42105.26,58.41,46.115208,2324.336,0.019840164,Reb50,55x6_2_3400_51_1070
17.031,1.5748,300.0,215.63,4803.55,16.01,-41.18,-429.96,-1.43,704.69,138.67,42105.26,59.75,12.66103,282.04745,0.04488972,Reb50,62x5_2_3200_46_1150
17.031,1.5748,350.0,282.9,7081.18,20.23,8.54,1964.52,5.61,704.69,138.67,42105.26,59.75,16.610886,415.7818,0.039950967,Reb50,62x5_2_3200_46_1150
17.031,1.5748,400.0,356.03,9944.58,24.86,59.48,5109.3,12.77,704.69,138.67,42105.26,59.75,20.904821,583.9105,0.03580141,Reb50,62x5_2_3200_46_1150
17.031,1.5748,450.0,434.29,13436.52,29.86,111.36,8856.73,19.68,704.69,212.12,42105.26,59.75,25.499971,788.9449,0.032321613,Reb50,62x5_2_3200_46_1150
17.031,1.5748,500.0,517.1,17594.52,35.19,169.85,13382.97,26.77,704.69,291.36,42105.26,59.75,30.36228,1033.0879,0.029389832,Reb50,62x5_2_3200_46_1150
17.031,1.5748,550.0,604.63,22432.02,40.79,232.51,18676.7,33.96,704.69,363.3,42105.26,59.75,35.50173,1317.1288,0.026953882,Reb50,62x5_2_3200_46_1150
17.031,1.5748,600.0,697.25,27953.6,46.59,301.26,24801.98,41.34,704.69,425.7,42105.26,59.75,40.940052,1641.3364,0.02494312,Reb50,62x5_2_3200_46_1150
17.031,1.5748,650.0,793.55,34220.42,52.65,374.58,31732.9,48.82,704.69,513.83,42105.26,59.75,46.594444,2009.3019,0.023189371,Reb50,62x5_2_3200_46_1150
17.031,1.5748,700.0,891.45,41390.84,59.13,452.27,39532.35,56.47,704.69,513.83,42105.26,59.75,52.342785,2430.3235,0.021537375,Reb50,62x5_2_3200_46_1150
17.04,1.5748,450.0,464.08,15894.33,35.32,142.03,11403.77,25.34,664.82,229.97,42105.26,63.33,27.234741,932.76587,0.029197833,Reb50,62x6_2_3200_51_1390
17.04,1.5748,500.0,548.58,20710.23,41.42,201.25,16532.81,33.07,664.82,293.98,42105.26,63.33,32.19366,1215.389,0.026488358,Reb50,62x6_2_3200_51_1390
17.04,1.5748,550.0,636.56,26297.43,47.81,266.16,22529.47,40.96,664.82,365.59,42105.26,63.33,37.356808,1543.2764,0.024206167,Reb50,62x6_2_3200_51_1390
17.04,1.5748,600.0,728.19,32667.55,54.45,334.95,29393.69,48.99,664.82,426.25,42105.26,63.33,42.734154,1917.1097,0.022290928,Reb50,62x6_2_3200_51_1390
17.04,1.5748,650.0,823.8,39824.88,61.27,407.02,37119.86,57.11,664.82,480.74,42105.26,63.33,48.34507,2337.1409,0.020685561,Reb50,62x6_2_3200_51_1390
17.304,1.7526,300.0,281.4,7055.79,23.52,4.98,1639.51,5.47,623.45,127.57,42105.26,67.54,16.262136,407.75485,0.03988214,Reb50,69x6_2_3000_51_1700
17.304,1.7526,350.0,361.77,10297.75,29.42,54.53,4869.75,13.91,623.45,127.57,42105.26,67.54,20.906727,595.1081,0.035130974,Reb50,69x6_2_3000_51_1700
17.304,1.7526,400.0,447.49,14287.64,35.72,109.71,9071.29,22.68,623.45,202.72,42105.26,67.54,25.860495,825.68427,0.031320076,Reb50,69x6_2_3000_51_1700
17.304,1.7526,450.0,537.83,19060.41,42.36,168.81,14109.18,31.35,623.45,281.49,42105.26,67.54,31.081253,1101.5032,0.028217126,Reb50,69x6_2_3000_51_1700
17.304,1.7526,500.0,632.21,24645.84,49.29,232.36,20088.95,40.18,623.45,354.16,42105.26,67.54,36.535484,1424.2858,0.025651794,Reb50,69x6_2_3000_51_1700
17.304,1.7526,550.0,730.16,31069.68,56.49,298.86,26904.95,48.92,623.45,433.37,42105.26,67.54,42.196026,1795.5201,0.023500726,Reb50,69x6_2_3000_51_1700
17.304,1.7526,600.0,831.29,38354.44,63.92,369.52,34714.31,57.86,623.45,509.57,42105.26,67.54,48.040337,2216.507,0.021673892,Reb50,69x6_2_3000_51_1700
17.313,1.7526,300.0,292.9,8060.67,26.87,23.37,2679.31,8.93,597.4,99.4,42105.26,70.48,16.917923,465.5848,0.03633693,Reb50,69x7_2_2800_51_1730
17.313,1.7526,350.0,373.43,11699.87,33.43,74.27,6332.1,18.09,597.4,161.0,42105.26,70.48,21.569342,675.7853,0.03191745,Reb50,69x7_2_2800_51_1730
17.313,1.7526,500.0,641.02,27571.54,55.14,252.35,22923.08,45.85,597.4,281.94,42105.26,70.48,37.025356,1592.5339,0.023249336,Reb50,69x7_2_2800_51_1730
17.618,1.9304,200.0,165.75,3054.96,15.27,-82.3,-2009.94,-10.05,594.59,89.57,42105.26,70.81,9.407991,173.39993,0.05425603,Reb50,76x6_2_2400_41_1420
17.618,1.9304,250.0,241.05,5219.66,20.88,-29.77,-125.82,-0.5,594.59,89.57,42105.26,70.81,13.68203,296.2686,0.04618117,Reb50,76x6_2_2400_41_1420
17.618,1.9304,300.0,323.94,8109.5,27.03,21.04,2606.62,8.69,594.59,89.57,42105.26,70.81,18.386877,460.2963,0.039945744,Reb50,76x6_2_2400_41_1420
17.618,1.9304,350.0,413.1,11771.81,33.63,69.52,6058.53,17.31,594.59,162.3,42105.26,70.81,23.44761,668.1695,0.03509231,Reb50,76x6_2_2400_41_1420
17.618,1.9304,400.0,507.55,16244.7,40.61,125.53,10656.88,26.64,594.59,162.04,42105.26,70.81,28.808605,922.05133,0.031244036,Reb50,76x6_2_2400_41_1420
17.618,1.9304,450.0,606.54,21559.71,47.91,187.32,16288.94,36.2,594.59,242.87,42105.26,70.81,34.42729,1223.7319,0.028133031,Reb50,76x6_2_2400_41_1420
17.618,1.9304,500.0,709.36,27747.9,55.5,251.65,22850.02,45.7,594.59,308.77,42105.26,70.81,40.263367,1574.9745,0.025564456,Reb50,76x6_2_2400_41_1420
17.618,1.9304,550.0,812.7,34917.96,63.49,318.72,30331.31,55.15,594.59,311.81,42105.26,70.81,46.12896,1981.948,0.023274556,Reb50,76x6_2_2400_41_1420
17.628,1.9304,200.0,178.05,3486.74,17.43,-68.25,-1561.54,-7.81,567.72,108.15,42105.26,74.17,10.100409,197.79555,0.05106489,Reb50,76x7_2_2600_51_2000
17.628,1.9304,250.0,254.31,5956.05,23.82,-15.14,598.4,2.39,567.72,108.15,42105.26,74.17,14.42648,337.8744,0.04269776,Reb50,76x7_2_2600_51_2000
17.628,1.9304,300.0,336.49,9233.79,30.78,38.38,3801.44,12.67,567.72,108.15,42105.26,74.17,19.088383,523.81384,0.03644116,Reb50,76x7_2_2600_51_2000
17.628,1.9304,350.0,423.28,13366.13,38.19,92.11,7982.33,22.81,567.72,178.39,42105.26,74.17,24.011799,758.2329,0.031668104,Reb50,76x7_2_2600_51_2000
17.993,2.1082,200.0,195.69,3740.77,18.7,-61.03,-1344.79,-6.72,557.86,109.13,42105.26,75.48,10.875896,207.90141,0.052312758,Reb50,83x7_2_2200_41_1710
17.993,2.1082,250.0,278.61,6355.52,25.42,-9.25,898.14,3.59,557.86,109.13,42105.26,75.48,15.484355,353.2218,0.043837484,Reb50,83x7_2_2200_41_1710
17.993,2.1082,300.0,368.05,9801.38,32.67,41.33,4074.74,13.58,557.86,109.13,42105.26,75.48,20.455177,544.733,0.037550833,Reb50,83x7_2_2200_41_1710
